,Unnamed: 0,tweet,sentiment,lang,tweet_without_stopwords
531,963150,here s another fincenfiles case how did the trump backed libya n warlord khalifahaftar amassed millions of dollars in properties amp other assets incl a luxury home in virginia w out ustreasury probing sars,-1,en,"['another', 'fincenfiles', 'case', 'trump', 'backed', 'libya', 'n', 'warlord', 'khalifahaftar', 'amassed', 'millions', 'dollars', 'properties', 'amp', 'assets', 'incl', 'luxury', 'home', 'virginia', 'w', 'ustreasury', 'probing', 'sars']"
532,984,corrupt is sided with the corrupt amp has been evident ever since trump exposed them as fake news makers this is media retaliatory hate usa they are like the shows like the view dividing amp destroying the usa intentionally but full of hate driving them usa wakeup,-1,en,"['corrupt', 'sided', 'corrupt', 'amp', 'evident', 'ever', 'since', 'trump', 'exposed', 'fake', 'news', 'makers', 'media', 'retaliatory', 'hate', 'usa', 'like', 'shows', 'like', 'view', 'dividing', 'amp', 'destroying', 'usa', 'intentionally', 'full', 'hate', 'driving', 'usa', 'wakeup']"
533,623132,some of the dumbest political motherfuckers in iran are rooting for trump calling democrats as globalists introducing every conspiracy theory and disinformation into the farsi twitter these are the very folks who orchestrated the 09 electoral fraud in iran elections2020,1,en,"['dumbest', 'political', 'motherfuckers', 'iran', 'rooting', 'trump', 'calling', 'democrats', 'globalists', 'introducing', 'every', 'conspiracy', 'theory', 'disinformation', 'farsi', 'twitter', 'folks', 'orchestrated', '09', 'electoral', 'fraud', 'iran', 'elections2020']"
534,183869,trump jr s argali trophy hunt in mongolia cost american taxpayers 77 000 a humane world wtf is wrong with this picture joebidenkamalaharris2020 presidentialdebates2020 donaldtrump donaldtrumpjr this family all belong in prison for life,-1,en,"['trump', 'jr', 'argali', 'trophy', 'hunt', 'mongolia', 'cost', 'american', 'taxpayers', '77', '000', 'humane', 'world', 'wtf', 'wrong', 'picture', 'joebidenkamalaharris2020', 'presidentialdebates2020', 'donaldtrump', 'donaldtrumpjr', 'family', 'belong', 'prison', 'life']"
536,400659,as can be seen in this video the black truck flying a trump flag is following a white suv that follows the biden harris bus then the black truck strikes and pushes the white suv into the lane to the left,-1,en,"['seen', 'video', 'black', 'truck', 'flying', 'trump', 'flag', 'following', 'white', 'suv', 'follows', 'biden', 'harris', 'bus', 'black', 'truck', 'strikes', 'pushes', 'white', 'suv', 'lane', 'left']"
537,608901,and i voted red trump,0,en,"['voted', 'red', 'trump']"
539,705008,what is happening in america americans are not being fair to donaldtrump,1,en,"['happening', 'america', 'americans', 'fair', 'donaldtrump']"
540,537241,hi i like to develop your business i am an expert lead generation please click here gt trump america biden usaelections2020 linkedin b2blead usa uk austria australia germany france,0,en,"['hi', 'like', 'develop', 'business', 'expert', 'lead', 'generation', 'please', 'click', 'gt', 'trump', 'america', 'biden', 'usaelections2020', 'linkedin', 'b2blead', 'usa', 'uk', 'austria', 'australia', 'germany', 'france']"
541,674697,in many ways this is what american democracy means to me trumpmeltdown trumpisalaughingstock trumpvsbiden trump bidenharris biden america american americans bidenharristosaveamerica abolishtheelectoralcollege americavotes2020 2020elections,1,en,"['many', 'ways', 'american', 'democracy', 'means', 'trumpmeltdown', 'trumpisalaughingstock', 'trumpvsbiden', 'trump', 'bidenharris', 'biden', 'america', 'american', 'americans', 'bidenharristosaveamerica', 'abolishtheelectoralcollege', 'americavotes2020', '2020elections']"
542,235684,borishasfailedthenation borishasfailedtheuk borisjohnson borisout trumpmeltdown trump didoharding toryscum toryhypocrites schoolmeals covid19 covidiots covid19uk,0,en,"['borishasfailedthenation', 'borishasfailedtheuk', 'borisjohnson', 'borisout', 'trumpmeltdown', 'trump', 'didoharding', 'toryscum', 'toryhypocrites', 'schoolmeals', 'covid19', 'covidiots', 'covid19uk']"
543,631316,he cheats on his spouses taxes and hairline are we really we really surprised he d try to cheat the election process 2020elections joebidenkamalaharris2020 joebiden kamalaharris donaldtrump,1,en,"['cheats', 'spouses', 'taxes', 'hairline', 'really', 'really', 'surprised', 'try', 'cheat', 'election', 'process', '2020elections', 'joebidenkamalaharris2020', 'joebiden', 'kamalaharris', 'donaldtrump']"
545,601763,said he wanted his dad to win because he wanted to make liberals cry we are crying because our very lives depend on this election why don t trump voters just state it plain we want to win this election because we want liberals to die election2020,1,en,"['said', 'wanted', 'dad', 'win', 'wanted', 'make', 'liberals', 'cry', 'crying', 'lives', 'depend', 'election', 'trump', 'voters', 'state', 'plain', 'want', 'win', 'election', 'want', 'liberals', 'die', 'election2020']"
546,546774,nunca hice el esitdeyato trump biden electionday elections2020 election2020 elecciones2020 electionnight elecciones eleccioneseeuu 3nov bidenharristoendthisnightmare elections electoralcollege 2020election,0,en,"['nunca', 'hice', 'el', 'esitdeyato', 'trump', 'biden', 'electionday', 'elections2020', 'election2020', 'elecciones2020', 'electionnight', 'elecciones', 'eleccioneseeuu', '3nov', 'bidenharristoendthisnightmare', 'elections', 'electoralcollege', '2020election']"
547,865439,of course sore loser trump despite no evidence will try to fix this result in court at tax payers expense and by fix i mean the fix is in what an embarrassing chapter in us history uselectionresults2020,-1,en,"['course', 'sore', 'loser', 'trump', 'despite', 'evidence', 'try', 'fix', 'result', 'court', 'tax', 'payers', 'expense', 'fix', 'mean', 'fix', 'embarrassing', 'chapter', 'us', 'history', 'uselectionresults2020']"
548,729905,still reeling from that trump conference felt more like a late radio phone in than a presidential statement scary ramblings of lies fraud and even a mention of violence the most shocking aspect of it all none of it was that surprising well summed up by cnnelection,-1,en,"['still', 'reeling', 'trump', 'conference', 'felt', 'like', 'late', 'radio', 'phone', 'presidential', 'statement', 'scary', 'ramblings', 'lies', 'fraud', 'even', 'mention', 'violence', 'shocking', 'aspect', 'none', 'surprising', 'well', 'summed', 'cnnelection']"
549,314320,and no trump totally worth it bidenharris2020,1,en,"['trump', 'totally', 'worth', 'bidenharris2020']"
551,775114,biden staff call 911 after bus swarmed by trump supporters on texas highway america republican midterms liberal freedom memes trump trump2020 news democrat government maga world donaldtrump capitalism usa bjp election,0,en,"['biden', 'staff', 'call', '911', 'bus', 'swarmed', 'trump', 'supporters', 'texas', 'highway', 'america', 'republican', 'midterms', 'liberal', 'freedom', 'memes', 'trump', 'trump2020', 'news', 'democrat', 'government', 'maga', 'world', 'donaldtrump', 'capitalism', 'usa', 'bjp', 'election']"
552,770922,this is brilliant trump scoobydoo,1,en,"['brilliant', 'trump', 'scoobydoo']"
554,936007,trump was the only president who didn t start any war uselectionresults2020 trump,0,en,"['trump', 'president', 'start', 'war', 'uselectionresults2020', 'trump']"
555,166190,once again donaldtrump pays every penny in taxes that the law requires who helped write those laws joebiden presidentialdebate2020,0,en,"['donaldtrump', 'pays', 'every', 'penny', 'taxes', 'law', 'requires', 'helped', 'write', 'laws', 'joebiden', 'presidentialdebate2020']"
556,64214,the biden laptop story is preposterous on it s face waayyy too many holes illogical aspects and lacking evidentiary support sloppy russian sourced misinformation no wonder fbi is now investigating rudyisarussianasset trumpcrimefamily trump,1,en,"['biden', 'laptop', 'story', 'preposterous', 'face', 'waayyy', 'many', 'holes', 'illogical', 'aspects', 'lacking', 'evidentiary', 'support', 'sloppy', 'russian', 'sourced', 'misinformation', 'wonder', 'fbi', 'investigating', 'rudyisarussianasset', 'trumpcrimefamily', 'trump']"
557,12119,we were never supposed to find out biden is a corrupt career politician living out of the american people for more than 50 years selling his publix office erictrumpukrainescandal joebiden confirmacb covid bidencrimefamily joebidentownhall trump townhall,0,en,"['never', 'supposed', 'find', 'biden', 'corrupt', 'career', 'politician', 'living', 'american', 'people', '50', 'years', 'selling', 'publix', 'office', 'erictrumpukrainescandal', 'joebiden', 'confirmacb', 'covid', 'bidencrimefamily', 'joebidentownhall', 'trump', 'townhall']"
560,417649,latinosfortrump what is wrong with trump immigration policy joebiden s policy has no impact to our country with his policy,-1,en,"['latinosfortrump', 'wrong', 'trump', 'immigration', 'policy', 'joebiden', 'policy', 'impact', 'country', 'policy']"
562,23404,did a thing in the thrift shop was no trump bio so had to do second best trump,1,en,"['thing', 'thrift', 'shop', 'trump', 'bio', 'second', 'best', 'trump']"
563,66763,donaldtrump biden if ccp virus was not given to the world by emperor xi who trump caught red handed economy amp all was ok vote trump only,1,en,"['donaldtrump', 'biden', 'ccp', 'virus', 'given', 'world', 'emperor', 'xi', 'trump', 'caught', 'red', 'handed', 'economy', 'amp', 'ok', 'vote', 'trump']"
564,240343,mcda deadliest events in us history 1 675 000 1918 flu pandemic 2 620 000 civil war 3 405 399 wwii 4 225 000 covid 19 as of 10 25 5 162 950 wwi trump still downplaying covid 19 and working hard on his history book entry and donald trump is one of the biggest tax cheats,-1,en,"['mcda', 'deadliest', 'events', 'us', 'history', '1', '675', '000', '1918', 'flu', 'pandemic', '2', '620', '000', 'civil', 'war', '3', '405', '399', 'wwii', '4', '225', '000', 'covid', '19', '10', '25', '5', '162', '950', 'wwi', 'trump', 'still', 'downplaying', 'covid', '19', 'working', 'hard', 'history', 'book', 'entry', 'donald', 'trump', 'one', 'biggest', 'tax', 'cheats']"
565,777175,orange man gone donaldtrump sit down and shut up,-1,en,"['orange', 'man', 'gone', 'donaldtrump', 'sit', 'shut']"
567,60227,i m sure ankara and baku are no 1 and no 2 on his list warlords and dictators being the trump faves,1,en,"['sure', 'ankara', 'baku', '1', '2', 'list', 'warlords', 'dictators', 'trump', 'faves']"
568,934829,how indian community campaign for joe biden and kamala harris explains to joebiden kamalaharris uselection trump,0,en,"['indian', 'community', 'campaign', 'joe', 'biden', 'kamala', 'harris', 'explains', 'joebiden', 'kamalaharris', 'uselection', 'trump']"
569,41249,supremecourt scotus amyconeybarrett bensasse aoc greennewdeal stevencrowder kamala aca affordablecareact medicareforall amyklobuchar campaign trump2020 biden coreybooker spartacus coons trump whitesupremacy civics constitution,0,en,"['supremecourt', 'scotus', 'amyconeybarrett', 'bensasse', 'aoc', 'greennewdeal', 'stevencrowder', 'kamala', 'aca', 'affordablecareact', 'medicareforall', 'amyklobuchar', 'campaign', 'trump2020', 'biden', 'coreybooker', 'spartacus', 'coons', 'trump', 'whitesupremacy', 'civics', 'constitution']"
570,151751,is responsible for reporting these in kind contributions from trump,1,en,"['responsible', 'reporting', 'kind', 'contributions', 'trump']"
572,764613,off beat where ever you see those somalian things don t turn out well trump joebidenkamalaharris2020 trump coronavirus whitehouse kamalaharris cnnelection ilhanomar pennsylvaniaforbiden georgia nevada georgie,0,en,"['beat', 'ever', 'see', 'somalian', 'things', 'turn', 'well', 'trump', 'joebidenkamalaharris2020', 'trump', 'coronavirus', 'whitehouse', 'kamalaharris', 'cnnelection', 'ilhanomar', 'pennsylvaniaforbiden', 'georgia', 'nevada', 'georgie']"
573,67375,sunday shame of dopeydon took from egypt 2016 campaign fed debt totaled 102 of gdp 1st time exceeded economy in 70 yrs trump rally vip among 6 chinese nationals charged with drug money laundering covid19 221k dead 8 1m infected unmaga humptytrumpty,-1,en,"['sunday', 'shame', 'dopeydon', 'took', 'egypt', '2016', 'campaign', 'fed', 'debt', 'totaled', '102', 'gdp', '1st', 'time', 'exceeded', 'economy', '70', 'yrs', 'trump', 'rally', 'vip', 'among', '6', 'chinese', 'nationals', 'charged', 'drug', 'money', 'laundering', 'covid19', '221k', 'dead', '8', '1m', 'infected', 'unmaga', 'humptytrumpty']"
574,309633,if you intend to spend your eternity in heaven then there are certain benchmarks of heaven that must be scored must be achieved righteousness holiness repentance the blood of jesus the cross of jesus hallelujah grandmidweekexpo corona trump,1,en,"['intend', 'spend', 'eternity', 'heaven', 'certain', 'benchmarks', 'heaven', 'must', 'scored', 'must', 'achieved', 'righteousness', 'holiness', 'repentance', 'blood', 'jesus', 'cross', 'jesus', 'hallelujah', 'grandmidweekexpo', 'corona', 'trump']"
575,749,tiktok seeks to block second round of u s restrictions australia bloomberg chinese donaldtrump federal finance judge markets,-1,en,"['tiktok', 'seeks', 'block', 'second', 'round', 'u', 'restrictions', 'australia', 'bloomberg', 'chinese', 'donaldtrump', 'federal', 'finance', 'judge', 'markets']"
576,153425,the first step act provides rehabilitative programs to inmates helping them successfully rejoin society and not return to crime the act so far has released over 3 100 inmates trump2020 trumptrain bidenharris trump presidenttrump 60minutes tryreading stopbeingbrainwashed,1,en,"['first', 'step', 'act', 'provides', 'rehabilitative', 'programs', 'inmates', 'helping', 'successfully', 'rejoin', 'society', 'return', 'crime', 'act', 'far', 'released', '3', '100', 'inmates', 'trump2020', 'trumptrain', 'bidenharris', 'trump', 'presidenttrump', '60minutes', 'tryreading', 'stopbeingbrainwashed']"
577,394027,votebiden2020 vote climateaction climateemergency trump has endangered the biodiversity of alaska by allowing the deforestation of one of the largest forests on the planet the tongass national forest an american treasure and a source of oxygen for our planet,0,en,"['votebiden2020', 'vote', 'climateaction', 'climateemergency', 'trump', 'endangered', 'biodiversity', 'alaska', 'allowing', 'deforestation', 'one', 'largest', 'forests', 'planet', 'tongass', 'national', 'forest', 'american', 'treasure', 'source', 'oxygen', 'planet']"
579,31739,i don t know about having two black leads but we ll see how the film looks incredible cast just switch the words and all of sudden it becomes a whole new situation doesn t it trump trump2020landslide hunterbidenemails america,1,en,"['know', 'two', 'black', 'leads', 'see', 'film', 'looks', 'incredible', 'cast', 'switch', 'words', 'sudden', 'becomes', 'whole', 'new', 'situation', 'trump', 'trump2020landslide', 'hunterbidenemails', 'america']"
581,79342,potus news biden trump continues to lie to us about coronavirus news,0,en,"['potus', 'news', 'biden', 'trump', 'continues', 'lie', 'us', 'coronavirus', 'news']"
582,489881,usaelections2020 the car honks and cheers in the background are fake there is no one there that are trump supporters of last week,-1,en,"['usaelections2020', 'car', 'honks', 'cheers', 'background', 'fake', 'one', 'trump', 'supporters', 'last', 'week']"
583,345793,sdny awaits w rape and tax fraud allegations worst president in our history trump lies americans die voteblueblueblueblueblueblueblueblueblueblueblueblue,-1,en,"['sdny', 'awaits', 'w', 'rape', 'tax', 'fraud', 'allegations', 'worst', 'president', 'history', 'trump', 'lies', 'americans', 'die', 'voteblueblueblueblueblueblueblueblueblueblueblueblue']"
584,627216,trumpvsbidenfight whom you wanna see as an american president like trump rt biden uselection2020 trumpvsbidenfight uselection usaelections2020 biden2020 trump2020 donaldtrump joebiden elections2020 electionnight uselection2020,0,en,"['trumpvsbidenfight', 'wan', 'na', 'see', 'american', 'president', 'like', 'trump', 'rt', 'biden', 'uselection2020', 'trumpvsbidenfight', 'uselection', 'usaelections2020', 'biden2020', 'trump2020', 'donaldtrump', 'joebiden', 'elections2020', 'electionnight', 'uselection2020']"
591,640669,fingers crossed those envelopes make biden win omg i cannot believe what capitalism makes of myself i am indeed hoping for biden as if he were che guevara trump or biden elections2020 uselections,1,en,"['fingers', 'crossed', 'envelopes', 'make', 'biden', 'win', 'omg', 'believe', 'capitalism', 'makes', 'indeed', 'hoping', 'biden', 'che', 'guevara', 'trump', 'biden', 'elections2020', 'uselections']"
593,636621,biden wins huge pressure to do great things in a short amount of time every move scrutinised amp rubbished by the largest medias in the us trump wins do wtf he wants praised by largest medias in the us lies about any scrutiny tries to draw graphs presidentialelection,1,en,"['biden', 'wins', 'huge', 'pressure', 'great', 'things', 'short', 'amount', 'time', 'every', 'move', 'scrutinised', 'amp', 'rubbished', 'largest', 'medias', 'us', 'trump', 'wins', 'wtf', 'wants', 'praised', 'largest', 'medias', 'us', 'lies', 'scrutiny', 'tries', 'draw', 'graphs', 'presidentialelection']"
595,328563,2 if cutout mask man has any government subsided health insurance to waive it let these people pay for their own health expenses surely not a single one will get the virus then again these are probably the same people in the population who thinks covid19 doesn t exist trump,1,en,"['2', 'cutout', 'mask', 'man', 'government', 'subsided', 'health', 'insurance', 'waive', 'let', 'people', 'pay', 'health', 'expenses', 'surely', 'single', 'one', 'get', 'virus', 'probably', 'people', 'population', 'thinks', 'covid19', 'exist', 'trump']"
596,695710,go for it trump,0,en,"['go', 'trump']"
597,524712,remember in 2016 when thought hillaryclinton was going to win that night and the democrats were going to win the senate nancypelosi looks like she has aged 10 years in the span of only 4 years holding that grudge against trump,1,en,"['remember', '2016', 'thought', 'hillaryclinton', 'going', 'win', 'night', 'democrats', 'going', 'win', 'senate', 'nancypelosi', 'looks', 'like', 'aged', '10', 'years', 'span', '4', 'years', 'holding', 'grudge', 'trump']"
599,31281,and he proceeded to ignore amp cover up for pedophile priests just like you two cover up for pedophile trump,0,en,"['proceeded', 'ignore', 'amp', 'cover', 'pedophile', 'priests', 'like', 'two', 'cover', 'pedophile', 'trump']"
601,62234,fox news is desperately trying to get their boss re elected lying all the way don t believe them donaldtrump erictrump foxnews foxandfriends,-1,en,"['fox', 'news', 'desperately', 'trying', 'get', 'boss', 'elected', 'lying', 'way', 'believe', 'donaldtrump', 'erictrump', 'foxnews', 'foxandfriends']"
602,231144,pence are you positive for covid19 too between you and trump how many people are you infecting and killing,1,en,"['pence', 'positive', 'covid19', 'trump', 'many', 'people', 'infecting', 'killing']"
604,82498,trump could you imagine if i lose i may have to leave the country well trump always has his trump tower in russia this fabulous high rise was gifted to trump as a thanks for his loyalty proschai comrade trumpisnotamerica trumpcrimefamily traitortrump,1,en,"['trump', 'could', 'imagine', 'lose', 'may', 'leave', 'country', 'well', 'trump', 'always', 'trump', 'tower', 'russia', 'fabulous', 'high', 'rise', 'gifted', 'trump', 'thanks', 'loyalty', 'proschai', 'comrade', 'trumpisnotamerica', 'trumpcrimefamily', 'traitortrump']"
605,293234,you notice the trump children aren t in the news for drugs treason porn stealing their daddy put them to legit jobs and disciplined them,0,en,"['notice', 'trump', 'children', 'news', 'drugs', 'treason', 'porn', 'stealing', 'daddy', 'put', 'legit', 'jobs', 'disciplined']"
606,762552,trump wci mo e wygra t umaczymy co musi si sta electionday election2020 elections2020 usawybory2020 uselections2020 uselection2020 usaelections2020 joebiden donaldtrump wybory usa wyborywusa,0,en,"['trump', 'wci', 'mo', 'e', 'wygra', 'umaczymy', 'co', 'musi', 'si', 'sta', 'electionday', 'election2020', 'elections2020', 'usawybory2020', 'uselections2020', 'uselection2020', 'usaelections2020', 'joebiden', 'donaldtrump', 'wybory', 'usa', 'wyborywusa']"
608,540686,if biden wins i ve no doubt he ll be fisting the air with joy if trump wins i ve no doubt he ll be fisting ivanka usaelections2020 americadecides2020 electionnight election2020 electionday,1,en,"['biden', 'wins', 'doubt', 'fisting', 'air', 'joy', 'trump', 'wins', 'doubt', 'fisting', 'ivanka', 'usaelections2020', 'americadecides2020', 'electionnight', 'election2020', 'electionday']"
609,357077,just in time for the us election here s a sneak peek of my new album butterflies this is a track i call trump trump maga 2020election,1,en,"['time', 'us', 'election', 'sneak', 'peek', 'new', 'album', 'butterflies', 'track', 'call', 'trump', 'trump', 'maga', '2020election']"
613,593440,it s still a mystery there are a lot of americans who are badly uneducated ignorant of how important the people they put into the govt are millions easily accept the lies trump amp the republican party have been feeding them for years trump is a life long con man a mess,-1,en,"['still', 'mystery', 'lot', 'americans', 'badly', 'uneducated', 'ignorant', 'important', 'people', 'put', 'govt', 'millions', 'easily', 'accept', 'lies', 'trump', 'amp', 'republican', 'party', 'feeding', 'years', 'trump', 'life', 'long', 'con', 'man', 'mess']"
616,79301,observation trump doesn t listen to experts over 210000 americans have died and trump still refuses to listen many more of us will die,1,en,"['observation', 'trump', 'listen', 'experts', '210000', 'americans', 'died', 'trump', 'still', 'refuses', 'listen', 'many', 'us', 'die']"
617,178034,debates2020 indeed congrats to all trump biden and the chair kristinwelker chair not sure anything new but a much better debate good luck america,1,en,"['debates2020', 'indeed', 'congrats', 'trump', 'biden', 'chair', 'kristinwelker', 'chair', 'sure', 'anything', 'new', 'much', 'better', 'debate', 'good', 'luck', 'america']"
618,591334,if donaldtrump succeeds in stopping the vote count amp wins as a result then he will have undermined his own democratic legitimacy and tainted any political legacy he might hope for electionnight counteveryvote,1,en,"['donaldtrump', 'succeeds', 'stopping', 'vote', 'count', 'amp', 'wins', 'result', 'undermined', 'democratic', 'legitimacy', 'tainted', 'political', 'legacy', 'might', 'hope', 'electionnight', 'counteveryvote']"
619,832762,democrats 2016 we don t want a russia interference democrats 2020 china interference is okay elections2020 usa trump biden,1,en,"['democrats', '2016', 'want', 'russia', 'interference', 'democrats', '2020', 'china', 'interference', 'okay', 'elections2020', 'usa', 'trump', 'biden']"
620,584022,looks like trump did it again election2020 trump2020 us dkpol reuters,0,en,"['looks', 'like', 'trump', 'election2020', 'trump2020', 'us', 'dkpol', 'reuters']"
623,586332,lady gaga s dad shows support for trump ignoring his insult aimed at singer read more geonews,1,en,"['lady', 'gaga', 'dad', 'shows', 'support', 'trump', 'ignoring', 'insult', 'aimed', 'singer', 'read', 'geonews']"
624,89297,i don t see how anyone could defend tulsigabbard she doesn t criticize trump nearly enough right now if you re a national politician and getting rid of donaldtrump isn t at the top of your priority list by a very wide margin then there is something very wrong with you,1,en,"['see', 'anyone', 'could', 'defend', 'tulsigabbard', 'criticize', 'trump', 'nearly', 'enough', 'right', 'national', 'politician', 'getting', 'rid', 'donaldtrump', 'top', 'priority', 'list', 'wide', 'margin', 'something', 'wrong']"
625,256683,translation of the worst word salad ever concocted people are realizing that trump is a snake oil salesman,-1,en,"['translation', 'worst', 'word', 'salad', 'ever', 'concocted', 'people', 'realizing', 'trump', 'snake', 'oil', 'salesman']"
629,339185,all five parts of twelvedaysinjune are now live on scribd read for free about what could happen if trump s rhetoric against journalists leads to tragedy and crisis here s part ii the square we hope you ll share with friends,1,en,"['five', 'parts', 'twelvedaysinjune', 'live', 'scribd', 'read', 'free', 'could', 'happen', 'trump', 'rhetoric', 'journalists', 'leads', 'tragedy', 'crisis', 'part', 'ii', 'square', 'hope', 'share', 'friends']"
631,115045,biggest potus failure ever trump covid19 strategy deny publicly delay action move on trump legacy failed covid response led to 220 000 dead americans no end until the earliest mid 2021 trump amp enablers must go,-1,en,"['biggest', 'potus', 'failure', 'ever', 'trump', 'covid19', 'strategy', 'deny', 'publicly', 'delay', 'action', 'move', 'trump', 'legacy', 'failed', 'covid', 'response', 'led', '220', '000', 'dead', 'americans', 'end', 'earliest', 'mid', '2021', 'trump', 'amp', 'enablers', 'must', 'go']"
633,235019,sometimes faced with the constant repetition and sheer force of his lies and trump s one skill of making new headlines we forget what an atrocity he has been week in and week out for three years this column is a good summary election2020,1,en,"['sometimes', 'faced', 'constant', 'repetition', 'sheer', 'force', 'lies', 'trump', 'one', 'skill', 'making', 'new', 'headlines', 'forget', 'atrocity', 'week', 'week', 'three', 'years', 'column', 'good', 'summary', 'election2020']"
634,502009,who will win president rt for more responses uselection2020 uselections2020 americadecides2020 presidentialelection2020 uspresidentialelections2020 president donald trump or biden,1,en,"['win', 'president', 'rt', 'responses', 'uselection2020', 'uselections2020', 'americadecides2020', 'presidentialelection2020', 'uspresidentialelections2020', 'president', 'donald', 'trump', 'biden']"
636,56523,chinabitchbiden we all know it s true joebiden is completely comprised maga trump trump2020 makeamericagreatagain,1,en,"['chinabitchbiden', 'know', 'true', 'joebiden', 'completely', 'comprised', 'maga', 'trump', 'trump2020', 'makeamericagreatagain']"
637,446321,dear president trump will you put a public healthy system for the americans it incluided in his campaign objetives i think you could do it maga2020 news cnn nytimes washington uselections2020 biden2020 bbc cnbc covid publichealth,1,en,"['dear', 'president', 'trump', 'put', 'public', 'healthy', 'system', 'americans', 'incluided', 'campaign', 'objetives', 'think', 'could', 'maga2020', 'news', 'cnn', 'nytimes', 'washington', 'uselections2020', 'biden2020', 'bbc', 'cnbc', 'covid', 'publichealth']"
639,31973,trump has no respect for thatwomanfrommichigan,0,en,"['trump', 'respect', 'thatwomanfrommichigan']"
642,946305,trump won this election by a parking lot,0,en,"['trump', 'election', 'parking', 'lot']"
643,164186,breaking us president trump says they have to open up the country despite the coronavirus as biden criticizes trump s handling of the virus trump says he was falsely accused of being xenophobic when he closed the borders to china,-1,en,"['breaking', 'us', 'president', 'trump', 'says', 'open', 'country', 'despite', 'coronavirus', 'biden', 'criticizes', 'trump', 'handling', 'virus', 'trump', 'says', 'falsely', 'accused', 'xenophobic', 'closed', 'borders', 'china']"
645,460730,with upwards of two thirds of the biden vote already cast the vast majority of voters who will stay home tomorrow would have backed trump americafirst maga trump pittsburgh,0,en,"['upwards', 'two', 'thirds', 'biden', 'vote', 'already', 'cast', 'vast', 'majority', 'voters', 'stay', 'home', 'tomorrow', 'would', 'backed', 'trump', 'americafirst', 'maga', 'trump', 'pittsburgh']"
646,361142,donald trump is a corrupt politician who has done nothing but betray you selling out to lobbyists china big pharma amp foreign countries he will stab you in the back he only cares about political power amp he will use that power to hurt you amp enrich his cronies trump,-1,en,"['donald', 'trump', 'corrupt', 'politician', 'done', 'nothing', 'betray', 'selling', 'lobbyists', 'china', 'big', 'pharma', 'amp', 'foreign', 'countries', 'stab', 'back', 'cares', 'political', 'power', 'amp', 'use', 'power', 'hurt', 'amp', 'enrich', 'cronies', 'trump']"
648,323978,how did you spend your entertainment money in october during a pandemic i spent it on donations to bidenharris2020 and to elect democratic senators in usa i know that our lives will be greatly diminished and challenged w 4 more years of trump,1,en,"['spend', 'entertainment', 'money', 'october', 'pandemic', 'spent', 'donations', 'bidenharris2020', 'elect', 'democratic', 'senators', 'usa', 'know', 'lives', 'greatly', 'diminished', 'challenged', 'w', '4', 'years', 'trump']"
650,19436,senioradviser ivankatrump received a total of 41trademarks from china in the midst of tradenegotiations between her dad trump and presidentxi,0,en,"['senioradviser', 'ivankatrump', 'received', 'total', '41trademarks', 'china', 'midst', 'tradenegotiations', 'dad', 'trump', 'presidentxi']"
651,357536,if you watch this clip look at the heads nodding in agreement with trump s egregious statement defaming our brave doctors and nurses critical thinking is dead for almost 1 2 of the country sorry medical people we love you bobbleheads for trump nursesmakethedifference,1,en,"['watch', 'clip', 'look', 'heads', 'nodding', 'agreement', 'trump', 'egregious', 'statement', 'defaming', 'brave', 'doctors', 'nurses', 'critical', 'thinking', 'dead', 'almost', '1', '2', 'country', 'sorry', 'medical', 'people', 'love', 'bobbleheads', 'trump', 'nursesmakethedifference']"
652,247161,new questions they re the same old questions that many of us a have had as to trump s competence amp ability to govern in a time of crises or any other time for that matter he s a menace a nuisance more than a person capable of governing us a time to go november 3 2020,1,en,"['new', 'questions', 'old', 'questions', 'many', 'us', 'trump', 'competence', 'amp', 'ability', 'govern', 'time', 'crises', 'time', 'matter', 'menace', 'nuisance', 'person', 'capable', 'governing', 'us', 'time', 'go', 'november', '3', '2020']"
654,464393,dream scenario votes start tipping to trump early trump starts talking about not counting votes after tuesday votes everywhere tip back to biden a desperate trump says keep counting votes after tuesday trump loses refuses to leave white house is arrested vote,-1,en,"['dream', 'scenario', 'votes', 'start', 'tipping', 'trump', 'early', 'trump', 'starts', 'talking', 'counting', 'votes', 'tuesday', 'votes', 'everywhere', 'tip', 'back', 'biden', 'desperate', 'trump', 'says', 'keep', 'counting', 'votes', 'tuesday', 'trump', 'loses', 'refuses', 'leave', 'white', 'house', 'arrested', 'vote']"
655,537545,just released be sure to like share subscribe and alert afternoons lalate great news watch video now here 3 mcconell vs trump lalate purplepower seats4stimulus iamvalued msc 6,1,en,"['released', 'sure', 'like', 'share', 'subscribe', 'alert', 'afternoons', 'lalate', 'great', 'news', 'watch', 'video', '3', 'mcconell', 'vs', 'trump', 'lalate', 'purplepower', 'seats4stimulus', 'iamvalued', 'msc', '6']"
656,839355,about the con man trump and his real estate deals in new york in adam curtis hypernormalisation documentary film for the bbc released on oct 16 2016 at 11 55min via,1,en,"['con', 'man', 'trump', 'real', 'estate', 'deals', 'new', 'york', 'adam', 'curtis', 'hypernormalisation', 'documentary', 'film', 'bbc', 'released', 'oct', '16', '2016', '11', '55min', 'via']"
657,491579,lilpump speaks at rally in support of donaldtrump,0,en,"['lilpump', 'speaks', 'rally', 'support', 'donaldtrump']"
658,808107,wow powerful stuff election2020results election2020 trump,1,en,"['wow', 'powerful', 'stuff', 'election2020results', 'election2020', 'trump']"
