,Unnamed: 0,tweet,sentiment,lang,tweet_without_stopwords
1503,484008,they re still alive if they were dead we would have seen them voting for joebiden,-1,en,"['still', 'alive', 'dead', 'would', 'seen', 'voting', 'joebiden']"
1504,144787,hello please stop the back n forth reach a deal it s called compromise american s need help now this can not wait until biden families will be homeless amp hungry at this point something is better than nothing nostimulusstopcongresspay biden fridaythoughts,1,en,"['hello', 'please', 'stop', 'back', 'n', 'forth', 'reach', 'deal', 'called', 'compromise', 'american', 'need', 'help', 'wait', 'biden', 'families', 'homeless', 'amp', 'hungry', 'point', 'something', 'better', 'nothing', 'nostimulusstopcongresspay', 'biden', 'fridaythoughts']"
1505,554947,that is why there are so many votes for biden it s not voter fraud you fools biden blacklivesmatter trumpisalaughingstock counteveryvote bidenharris2020,1,en,"['many', 'votes', 'biden', 'voter', 'fraud', 'fools', 'biden', 'blacklivesmatter', 'trumpisalaughingstock', 'counteveryvote', 'bidenharris2020']"
1507,244847,here s another example of biden s extreme tax proposal the hidden probate real estate tax bomb in biden s economic plan the top federal tax rate could reach 43 4 virtually doubling the current tax rate taxes biden america economy realestate,1,en,"['another', 'example', 'biden', 'extreme', 'tax', 'proposal', 'hidden', 'probate', 'real', 'estate', 'tax', 'bomb', 'biden', 'economic', 'plan', 'top', 'federal', 'tax', 'rate', 'could', 'reach', '43', '4', 'virtually', 'doubling', 'current', 'tax', 'rate', 'taxes', 'biden', 'america', 'economy', 'realestate']"
1508,149862,joebiden your the damn liar c mon on man 2020presidentialdebate votetrump2020tosaveamerica,0,en,"['joebiden', 'damn', 'liar', 'c', 'mon', 'man', '2020presidentialdebate', 'votetrump2020tosaveamerica']"
1510,272724,north korea and the united states have a lot in common they are ruled my ruthless corrupt family too much nepotism and dectatorship the leadership don t care about the people unless it s for their own personal interest now am i right or am i right vote biden,-1,en,"['north', 'korea', 'united', 'states', 'lot', 'common', 'ruled', 'ruthless', 'corrupt', 'family', 'much', 'nepotism', 'dectatorship', 'leadership', 'care', 'people', 'unless', 'personal', 'interest', 'right', 'right', 'vote', 'biden']"
1512,500164,as a non us citizen all i care is that trump is against crypto while the biden is somewhat pro bitcoin,0,en,"['non', 'us', 'citizen', 'care', 'trump', 'crypto', 'biden', 'somewhat', 'pro', 'bitcoin']"
1514,60067,you failed to mention he was probably incarcerated for so long as part of the biden crime bill which he proudly wrote,1,en,"['failed', 'mention', 'probably', 'incarcerated', 'long', 'part', 'biden', 'crime', 'bill', 'proudly', 'wrote']"
1516,33321,email reveals how hunter biden is indeed a dirtbag and that his father is indeed the lying politician he claims not to be emails dirtbag biden,0,en,"['email', 'reveals', 'hunter', 'biden', 'indeed', 'dirtbag', 'father', 'indeed', 'lying', 'politician', 'claims', 'emails', 'dirtbag', 'biden']"
1517,265721,joebiden is being used as a stooge for the dems if he wins they will either impeach him or remove him from office they never wanted him but thought he was their best chance to win why do you think warren stayed in the race to insure bernie wouldn t win,1,en,"['joebiden', 'used', 'stooge', 'dems', 'wins', 'either', 'impeach', 'remove', 'office', 'never', 'wanted', 'thought', 'best', 'chance', 'win', 'think', 'warren', 'stayed', 'race', 'insure', 'bernie', 'win']"
1519,422466,trump accuses biden of election manipulation but wants to prevent even the further counting of the votes so that biden does not get any more find the error a child who does not get his will trumpisnotwell elections2020,1,en,"['trump', 'accuses', 'biden', 'election', 'manipulation', 'wants', 'prevent', 'even', 'counting', 'votes', 'biden', 'get', 'find', 'error', 'child', 'get', 'trumpisnotwell', 'elections2020']"
1521,240578,i m voting for theshap michaelmyers this year instead of trump or biden both of y all could suck it michael myers for president foo halloween2018 halloweenkills halloweenends,0,en,"['voting', 'theshap', 'michaelmyers', 'year', 'instead', 'trump', 'biden', 'could', 'suck', 'michael', 'myers', 'president', 'foo', 'halloween2018', 'halloweenkills', 'halloweenends']"
1522,14239,a biden presidency could have a remarkable impact on science aaaspolicy but also face hurdles science aaasaaas,1,en,"['biden', 'presidency', 'could', 'remarkable', 'impact', 'science', 'aaaspolicy', 'also', 'face', 'hurdles', 'science', 'aaasaaas']"
1526,288000,i am not from usa but i ll be voting with pride and respect for my country this november too if u see this know i love u and u inspire people all aroud the world vote voteearlyday joebiden,1,en,"['usa', 'voting', 'pride', 'respect', 'country', 'november', 'u', 'see', 'know', 'love', 'u', 'u', 'inspire', 'people', 'aroud', 'world', 'vote', 'voteearlyday', 'joebiden']"
1527,126442,who told the truth a donaldtrump only b joebiden only c both of them were honest d neither were honest poll polls politics election2020 debatetonight presidentialdebate2020 trump2020 biden2020 resist vote blm,1,en,"['told', 'truth', 'donaldtrump', 'b', 'joebiden', 'c', 'honest', 'neither', 'honest', 'poll', 'polls', 'politics', 'election2020', 'debatetonight', 'presidentialdebate2020', 'trump2020', 'biden2020', 'resist', 'vote', 'blm']"
1529,119810,joebiden just threw barackobama under the bus and he didn t even realize it debate2020,0,en,"['joebiden', 'threw', 'barackobama', 'bus', 'even', 'realize', 'debate2020']"
1530,724584,this 6 11 20 is what caused leftmedia democrats to preemptively falsely propagandist joebiden victory yesterday am because says keep it in the courts forever donaldtrump keep courts for ever until every possible legal challenge exhaust my life is war game for leftmedia,-1,en,"['6', '11', '20', 'caused', 'leftmedia', 'democrats', 'preemptively', 'falsely', 'propagandist', 'joebiden', 'victory', 'yesterday', 'says', 'keep', 'courts', 'forever', 'donaldtrump', 'keep', 'courts', 'ever', 'every', 'possible', 'legal', 'challenge', 'exhaust', 'life', 'war', 'game', 'leftmedia']"
1531,52211,chickenshit biden pulling his disappearing act yet again but this is the first time i ve seen him put a lid on it for four whole days a whole new level of cowardice,1,en,"['chickenshit', 'biden', 'pulling', 'disappearing', 'act', 'yet', 'first', 'time', 'seen', 'put', 'lid', 'four', 'whole', 'days', 'whole', 'new', 'level', 'cowardice']"
1533,737081,can t deny has been great entertainment nick sleepy joebiden thinks he s just won thegreatamericanbakingshow what s he going to bring to the table apart from bran and meds bet spittingimage won t even do a puppet,1,en,"['deny', 'great', 'entertainment', 'nick', 'sleepy', 'joebiden', 'thinks', 'thegreatamericanbakingshow', 'going', 'bring', 'table', 'apart', 'bran', 'meds', 'bet', 'spittingimage', 'even', 'puppet']"
1535,541230,my first tiktok that is too good not to share here nevada nevadahurryup nevada2020 nevadacount election2020 electionresults2020 electionresults elections2020 electionresult2020 2020election biden,1,en,"['first', 'tiktok', 'good', 'share', 'nevada', 'nevadahurryup', 'nevada2020', 'nevadacount', 'election2020', 'electionresults2020', 'electionresults', 'elections2020', 'electionresult2020', '2020election', 'biden']"
1536,102343,steve compared to joebiden just appearing to be consciously aware of one s location speech surroundings or thoughts will appear to be storming out,1,en,"['steve', 'compared', 'joebiden', 'appearing', 'consciously', 'aware', 'one', 'location', 'speech', 'surroundings', 'thoughts', 'appear', 'storming']"
1537,253104,and here was your guy biden trunalimunumaprzure,0,en,"['guy', 'biden', 'trunalimunumaprzure']"
1538,116674,i support universal healthcare but it was terribly rolled out by the obama administration that was a train wreck and the reason why the democrats are on defense on that issue is because of obama and biden watching presidentialdebate debates2020 debate,-1,en,"['support', 'universal', 'healthcare', 'terribly', 'rolled', 'obama', 'administration', 'train', 'wreck', 'reason', 'democrats', 'defense', 'issue', 'obama', 'biden', 'watching', 'presidentialdebate', 'debates2020', 'debate']"
1539,300539,bidenharris2020 vote biden not to get in a political fight abt me not being able to vote but bc i wanna see who unfollows me and who follows me,1,en,"['bidenharris2020', 'vote', 'biden', 'get', 'political', 'fight', 'abt', 'able', 'vote', 'bc', 'wan', 'na', 'see', 'unfollows', 'follows']"
1541,480340,if foxnews calls georgia for biden trump supporters are going to blow that place up they are going to totally lose it they are already mad they called arizona for biden just think if they call georgia,-1,en,"['foxnews', 'calls', 'georgia', 'biden', 'trump', 'supporters', 'going', 'blow', 'place', 'going', 'totally', 'lose', 'already', 'mad', 'called', 'arizona', 'biden', 'think', 'call', 'georgia']"
1543,362346,en how i wish joebiden goes through this election as a winner,0,en,"['en', 'wish', 'joebiden', 'goes', 'election', 'winner']"
1545,28088,tgat s an interesting question because i don t think dealing with savannahguthrie would be as challenging for biden to deal with as she is for trump i don t follow politics enough to know if anyone has presented the same degree of challenge to biden,1,en,"['tgat', 'interesting', 'question', 'think', 'dealing', 'savannahguthrie', 'would', 'challenging', 'biden', 'deal', 'trump', 'follow', 'politics', 'enough', 'know', 'anyone', 'presented', 'degree', 'challenge', 'biden']"
1546,38465,vote for biden to bring war and terrorism back to the middle east,0,en,"['vote', 'biden', 'bring', 'war', 'terrorism', 'back', 'middle', 'east']"
1548,150340,would be much stronger if he were to be the president of allamericans not just his ominous following you can see only too well what jfk meant when he said that education is the new weapon of the twenty first century debates2020 biden trump covid19,1,en,"['would', 'much', 'stronger', 'president', 'allamericans', 'ominous', 'following', 'see', 'well', 'jfk', 'meant', 'said', 'education', 'new', 'weapon', 'twenty', 'first', 'century', 'debates2020', 'biden', 'trump', 'covid19']"
1549,606330,where were you the moment you found out joe biden is the new president 2020 history harris bidenharris2020,1,en,"['moment', 'found', 'joe', 'biden', 'new', 'president', '2020', 'history', 'harris', 'bidenharris2020']"
1551,191422,follow for daily interesting videos instagramdown mondaymood coronavirus biden covid19 covid voteearly voteearlyday vote2020 mondaymotivation trump bist hisse marketing stocks,1,en,"['follow', 'daily', 'interesting', 'videos', 'instagramdown', 'mondaymood', 'coronavirus', 'biden', 'covid19', 'covid', 'voteearly', 'voteearlyday', 'vote2020', 'mondaymotivation', 'trump', 'bist', 'hisse', 'marketing', 'stocks']"
1553,316463,biden would be far far more divisive and hateful towards over half the nation so that s why over half of america will vote for trump not biden trump2020landside,1,en,"['biden', 'would', 'far', 'far', 'divisive', 'hateful', 'towards', 'half', 'nation', 'half', 'america', 'vote', 'trump', 'biden', 'trump2020landside']"
1559,578916,and he s in biden,0,en,['biden']
1561,427046,most of rural counties have already reported many counties in detroit not finished michigan is on track for biden,1,en,"['rural', 'counties', 'already', 'reported', 'many', 'counties', 'detroit', 'finished', 'michigan', 'track', 'biden']"
1562,101871,having standards and applying them is called being an adult biden helped push wars that got my brother killed along w thousands of other soldiers countless civilians that obama troop surge had no mission amp was disastrous amp disgusting so stfu biden wrecked poc 4 decades,-1,en,"['standards', 'applying', 'called', 'adult', 'biden', 'helped', 'push', 'wars', 'got', 'brother', 'killed', 'along', 'w', 'thousands', 'soldiers', 'countless', 'civilians', 'obama', 'troop', 'surge', 'mission', 'amp', 'disastrous', 'amp', 'disgusting', 'stfu', 'biden', 'wrecked', 'poc', '4', 'decades']"
1564,13988,hey what is up with this broadcast trumps townhall tomorrow he forfeit his time tonight when he refused a virtual debate trump nbcistrumpsaccomplice nbcfail biden townhall,0,en,"['hey', 'broadcast', 'trumps', 'townhall', 'tomorrow', 'forfeit', 'time', 'tonight', 'refused', 'virtual', 'debate', 'trump', 'nbcistrumpsaccomplice', 'nbcfail', 'biden', 'townhall']"
1565,357801,free amazon giveaways limited stock left usa only ref nd after re iew if interested pm me 2020election 2020elections americadecides2020 electionnight election2020 trump biden florida armyfortrump electionday,1,en,"['free', 'amazon', 'giveaways', 'limited', 'stock', 'left', 'usa', 'ref', 'nd', 'iew', 'interested', 'pm', '2020election', '2020elections', 'americadecides2020', 'electionnight', 'election2020', 'trump', 'biden', 'florida', 'armyfortrump', 'electionday']"
1566,24713,i am all for being a moderator he is sharp astute and gets the issues real people face he is a libertarian and he would be fair and balanced and trump would be re elected joebiden americaortrump blackvoicesfortrump,1,en,"['moderator', 'sharp', 'astute', 'gets', 'issues', 'real', 'people', 'face', 'libertarian', 'would', 'fair', 'balanced', 'trump', 'would', 'elected', 'joebiden', 'americaortrump', 'blackvoicesfortrump']"
1567,26759,sadly the cynicism that has eroded the soul of and so many who surround the present administration apparently doesn t allow them to appreciate decency if joe biden reminds you of fred rogers then i am biden all the way,1,en,"['sadly', 'cynicism', 'eroded', 'soul', 'many', 'surround', 'present', 'administration', 'apparently', 'allow', 'appreciate', 'decency', 'joe', 'biden', 'reminds', 'fred', 'rogers', 'biden', 'way']"
1568,403395,with the ne2 az wi mi path in play if joebiden can pull that off and secure ga and or pa scotus challange seems more difficult,1,en,"['ne2', 'az', 'wi', 'mi', 'path', 'play', 'joebiden', 'pull', 'secure', 'ga', 'pa', 'scotus', 'challange', 'seems', 'difficult']"
1570,733178,thought this d be cringe tbh but it s a toe tapper good job palletsfullofballots joebiden,1,en,"['thought', 'cringe', 'tbh', 'toe', 'tapper', 'good', 'job', 'palletsfullofballots', 'joebiden']"
1571,6409,cybersecurity professionals and disinformation experts found the newyorkpost spread russian propaganda aimed at joebiden falsely claiming that hunterbiden persuaded joe to push ukraine to fire prosecutor viktor shokin for anti corruption efforts,-1,en,"['cybersecurity', 'professionals', 'disinformation', 'experts', 'found', 'newyorkpost', 'spread', 'russian', 'propaganda', 'aimed', 'joebiden', 'falsely', 'claiming', 'hunterbiden', 'persuaded', 'joe', 'push', 'ukraine', 'fire', 'prosecutor', 'viktor', 'shokin', 'anti', 'corruption', 'efforts']"
1573,112397,biden knows all about voter interference crookedjoebiden bidenslaptopmatters,0,en,"['biden', 'knows', 'voter', 'interference', 'crookedjoebiden', 'bidenslaptopmatters']"
1574,95628,what twitter and facebook still censor about biden,0,en,"['twitter', 'facebook', 'still', 'censor', 'biden']"
1575,217227,tony bobulinski interview with tucker carlson joebiden jimbiden hunterbidenemails tonybobulinski china chinajoe,0,en,"['tony', 'bobulinski', 'interview', 'tucker', 'carlson', 'joebiden', 'jimbiden', 'hunterbidenemails', 'tonybobulinski', 'china', 'chinajoe']"
1578,682444,people across the us react to biden and harris projected victory joebiden joebidenkamalaharris2020 uselectionresults2020 uspresidentialelections2020 uspresident usaelections2020 uspolitics,0,en,"['people', 'across', 'us', 'react', 'biden', 'harris', 'projected', 'victory', 'joebiden', 'joebidenkamalaharris2020', 'uselectionresults2020', 'uspresidentialelections2020', 'uspresident', 'usaelections2020', 'uspolitics']"
1580,112923,debate trump claiming he never got any money from russia and throwing out the mayorswife routine to biden,0,en,"['debate', 'trump', 'claiming', 'never', 'got', 'money', 'russia', 'throwing', 'mayorswife', 'routine', 'biden']"
1581,535668,they cheated fraud voterfraud biden,0,en,"['cheated', 'fraud', 'voterfraud', 'biden']"
1582,133290,wow a civil debate exchange about damn time trump is technically right that the coronavirus should ve been contained in china but biden is also right that it should have been taken seriously not lightly when the spread grew out of china q2 on vaccines debates,1,en,"['wow', 'civil', 'debate', 'exchange', 'damn', 'time', 'trump', 'technically', 'right', 'coronavirus', 'contained', 'china', 'biden', 'also', 'right', 'taken', 'seriously', 'lightly', 'spread', 'grew', 'china', 'q2', 'vaccines', 'debates']"
1585,196355,i agree with trumps antics are juvenile so middle school i think an adult president would be much better biden bidencoalition teamjoe,1,en,"['agree', 'trumps', 'antics', 'juvenile', 'middle', 'school', 'think', 'adult', 'president', 'would', 'much', 'better', 'biden', 'bidencoalition', 'teamjoe']"
1586,377823,it looks like trump is ontheverge of overtaking biden s electoralcollege votes lead how winning california amp newyork didn t power joebiden past 270 numbers he needs to winthisthing he s has 223 amp not rapidly moving up donaldtrump suddenly got 174,1,en,"['looks', 'like', 'trump', 'ontheverge', 'overtaking', 'biden', 'electoralcollege', 'votes', 'lead', 'winning', 'california', 'amp', 'newyork', 'power', 'joebiden', 'past', '270', 'numbers', 'needs', 'winthisthing', '223', 'amp', 'rapidly', 'moving', 'donaldtrump', 'suddenly', 'got', '174']"
1587,368376,these numbers just don t add up join the conversation electionnight virginia2020 trump2020 trump biden2020 biden fcfva,0,en,"['numbers', 'add', 'join', 'conversation', 'electionnight', 'virginia2020', 'trump2020', 'trump', 'biden2020', 'biden', 'fcfva']"
1588,583037,stream and buy what that speed bout to celebrate whatthatspeedbout biden,0,en,"['stream', 'buy', 'speed', 'bout', 'celebrate', 'whatthatspeedbout', 'biden']"
1590,109484,seems nervous rumor is his lawyers have the new evidence from the emails and have given him options biden trump,1,en,"['seems', 'nervous', 'rumor', 'lawyers', 'new', 'evidence', 'emails', 'given', 'options', 'biden', 'trump']"
1591,156748,ready for november 3rd supporting from ireland buildbackbetter biden,1,en,"['ready', 'november', '3rd', 'supporting', 'ireland', 'buildbackbetter', 'biden']"
1593,758451,congratulations america there were tremors all over the world last night which we all know were just huge sighs of relief to my brothers amp sisters congratulations if it isn t what you hoped for just pretend it is ok bidenharris2020 biden trumpout,1,en,"['congratulations', 'america', 'tremors', 'world', 'last', 'night', 'know', 'huge', 'sighs', 'relief', 'brothers', 'amp', 'sisters', 'congratulations', 'hoped', 'pretend', 'ok', 'bidenharris2020', 'biden', 'trumpout']"
1594,502536,trump made history with the largest amount of minority votes for a republican in history hispanic voters turned out in record numbers for trump so the question remains with trump eating deep into bidens demographic how did biden get the most votes in history who was left,1,en,"['trump', 'made', 'history', 'largest', 'amount', 'minority', 'votes', 'republican', 'history', 'hispanic', 'voters', 'turned', 'record', 'numbers', 'trump', 'question', 'remains', 'trump', 'eating', 'deep', 'bidens', 'demographic', 'biden', 'get', 'votes', 'history', 'left']"
1595,309058,votetrump2020tosaveamerica from biden check out the amazing record of on covid19 trump2020landslidevictory election2020 maga lockdown saynotojoebiden trump coronavirus,1,en,"['votetrump2020tosaveamerica', 'biden', 'check', 'amazing', 'record', 'covid19', 'trump2020landslidevictory', 'election2020', 'maga', 'lockdown', 'saynotojoebiden', 'trump', 'coronavirus']"
1597,698348,food for thought trump biden bidenharris2020,0,en,"['food', 'thought', 'trump', 'biden', 'bidenharris2020']"
1599,37672,gang family foundation can name anyone the beneficiary in secrete is joebiden the beneficiary of a family foundation,0,en,"['gang', 'family', 'foundation', 'name', 'anyone', 'beneficiary', 'secrete', 'joebiden', 'beneficiary', 'family', 'foundation']"
1600,675992,i love the smell of sunscreen in the morning bidenhariss2020 bidenpresident biden,1,en,"['love', 'smell', 'sunscreen', 'morning', 'bidenhariss2020', 'bidenpresident', 'biden']"
1602,236329,we all recognize not only the resemblance biden has with walter the puppet but also biden does the shouting and scolding that walter does i don t believe that anyone likes to be scolded at biden reminds me of a dictator as it s his way or the highway,0,en,"['recognize', 'resemblance', 'biden', 'walter', 'puppet', 'also', 'biden', 'shouting', 'scolding', 'walter', 'believe', 'anyone', 'likes', 'scolded', 'biden', 'reminds', 'dictator', 'way', 'highway']"
1603,716870,abuelo couldn t remove castro you and the rest of the bastiano terrorists you represent aren t going to remove a us president joebiden bidenharis2020 byebyetrump presidentelectjoebiden president batistiano,0,en,"['abuelo', 'remove', 'castro', 'rest', 'bastiano', 'terrorists', 'represent', 'going', 'remove', 'us', 'president', 'joebiden', 'bidenharis2020', 'byebyetrump', 'presidentelectjoebiden', 'president', 'batistiano']"
1604,383317,keep the faith and spread it allvotesmatter bidenharris2020 biden2020 bidenharris biden,0,en,"['keep', 'faith', 'spread', 'allvotesmatter', 'bidenharris2020', 'biden2020', 'bidenharris', 'biden']"
1605,97187,incredibly moving story by my friend and her parents joebiden when the bhargavas meet joe biden shared promise via,1,en,"['incredibly', 'moving', 'story', 'friend', 'parents', 'joebiden', 'bhargavas', 'meet', 'joe', 'biden', 'shared', 'promise', 'via']"
1606,429443,trumpvsbidenfight whom you wanna see as an american president like trump rt biden uselection2020 trumpvsbidenfight uselection usaelections2020 biden2020 trump2020 donaldtrump joebiden elections2020 electionnight,0,en,"['trumpvsbidenfight', 'wan', 'na', 'see', 'american', 'president', 'like', 'trump', 'rt', 'biden', 'uselection2020', 'trumpvsbidenfight', 'uselection', 'usaelections2020', 'biden2020', 'trump2020', 'donaldtrump', 'joebiden', 'elections2020', 'electionnight']"
1610,511116,we re really supposed to believe joebiden beat with a strong record lost to hrc before he even had a record hannity,1,en,"['really', 'supposed', 'believe', 'joebiden', 'beat', 'strong', 'record', 'lost', 'hrc', 'even', 'record', 'hannity']"
1611,98870,question once president trump put the biden s in jeopardy of being indicted is there is an incentive for cheating in the election will harris fill in as president if biden is indicted read my book,0,en,"['question', 'president', 'trump', 'put', 'biden', 'jeopardy', 'indicted', 'incentive', 'cheating', 'election', 'harris', 'fill', 'president', 'biden', 'indicted', 'read', 'book']"
1612,523269,joebiden is winning donaldtrump is crying vladimir putin might be sick and stepping down watch the whole news here,-1,en,"['joebiden', 'winning', 'donaldtrump', 'crying', 'vladimir', 'putin', 'might', 'sick', 'stepping', 'watch', 'whole', 'news']"
1616,415667,presidency hinges on tight races in battleground states it was unclear when or how quickly a winner could be determined a late burst of votes in wisconsin gave biden a small lead in the state but it was still too early to call the race from,-1,en,"['presidency', 'hinges', 'tight', 'races', 'battleground', 'states', 'unclear', 'quickly', 'winner', 'could', 'determined', 'late', 'burst', 'votes', 'wisconsin', 'gave', 'biden', 'small', 'lead', 'state', 'still', 'early', 'call', 'race']"
1617,274735,if its on the interwebs it must be true joebiden is just hillaryclinton with a smaller dick,1,en,"['interwebs', 'must', 'true', 'joebiden', 'hillaryclinton', 'smaller', 'dick']"
1619,171402,anyone wanna have a go at giving a figure for how much more biden will get in votes than trump in 2016 trump beat clinton 306 to 232 in electoral votes but clinton won the popular vote but almost 3 million vote elections2020 voteearlyday,1,en,"['anyone', 'wan', 'na', 'go', 'giving', 'figure', 'much', 'biden', 'get', 'votes', 'trump', '2016', 'trump', 'beat', 'clinton', '306', '232', 'electoral', 'votes', 'clinton', 'popular', 'vote', 'almost', '3', 'million', 'vote', 'elections2020', 'voteearlyday']"
1622,325326,download the cnn app and you can then build your own result using the swing states i found it surprisingly therapeutic to do and had a biden win without needing florida or texas it illustrates how close it is or equally not close trump needs all the polling to be wrong,1,en,"['download', 'cnn', 'app', 'build', 'result', 'using', 'swing', 'states', 'found', 'surprisingly', 'therapeutic', 'biden', 'win', 'without', 'needing', 'florida', 'texas', 'illustrates', 'close', 'equally', 'close', 'trump', 'needs', 'polling', 'wrong']"
1623,55159,wait what whereshunter biden,0,en,"['wait', 'whereshunter', 'biden']"
1624,117718,asks trump why didn t you she asks biden what will you do biased debates2020,0,en,"['asks', 'trump', 'asks', 'biden', 'biased', 'debates2020']"
1625,402666,trump biden by usaelections2020,0,en,"['trump', 'biden', 'usaelections2020']"
1626,691220,joebiden at raiwind with sahb a few years ago,-1,en,"['joebiden', 'raiwind', 'sahb', 'years', 'ago']"
1627,575729,and breath a sigh of a relief congratulations president 46th president let s build back hope and unity this is a good moment elections2020 byebyetrump biden,1,en,"['breath', 'sigh', 'relief', 'congratulations', 'president', '46th', 'president', 'let', 'build', 'back', 'hope', 'unity', 'good', 'moment', 'elections2020', 'byebyetrump', 'biden']"
1628,238763,another i know blacklivesmatter that even bugs me trump doesn t democrat or democrats try to buy people all people so they talk a tad different other day one was showing off her new urban larry bird doesn t just be as one vote vote biden noagenda election2020,1,en,"['another', 'know', 'blacklivesmatter', 'even', 'bugs', 'trump', 'democrat', 'democrats', 'try', 'buy', 'people', 'people', 'talk', 'tad', 'different', 'day', 'one', 'showing', 'new', 'urban', 'larry', 'bird', 'one', 'vote', 'vote', 'biden', 'noagenda', 'election2020']"
1629,660749,the third time i vote with joebiden on the ticket just as important in this divisive period inshallah a great 4 years your fans from tunisia,1,en,"['third', 'time', 'vote', 'joebiden', 'ticket', 'important', 'divisive', 'period', 'inshallah', 'great', '4', 'years', 'fans', 'tunisia']"
1631,74266,bidenrally it s why joebiden calls a lid on it everyday,-1,en,"['bidenrally', 'joebiden', 'calls', 'lid', 'everyday']"
1632,767045,avui m he treballat un pumpkin pie casol per celebrar la derrota de trump i boooo l hem devorat yeesss biden allaroundtheworld usaelections2020,0,en,"['avui', 'treballat', 'un', 'pumpkin', 'pie', 'casol', 'per', 'celebrar', 'la', 'derrota', 'de', 'trump', 'boooo', 'l', 'hem', 'devorat', 'yeesss', 'biden', 'allaroundtheworld', 'usaelections2020']"
1633,34625,fbi probing if russia involved in hunter biden email story,0,en,"['fbi', 'probing', 'russia', 'involved', 'hunter', 'biden', 'email', 'story']"
1635,80186,marchtothepollsforjoe restore decency to america vote biden trumpiscompromised quidproquo trump dump selfish reckless trump endthechaos trumpsthebiggestliarever trumpcrimefamily,-1,en,"['marchtothepollsforjoe', 'restore', 'decency', 'america', 'vote', 'biden', 'trumpiscompromised', 'quidproquo', 'trump', 'dump', 'selfish', 'reckless', 'trump', 'endthechaos', 'trumpsthebiggestliarever', 'trumpcrimefamily']"
1636,577149,biden is the president of the united states its over orange biden fucktrump,0,en,"['biden', 'president', 'united', 'states', 'orange', 'biden', 'fucktrump']"
1637,350596,donaldtrump amp joebiden both support israel s ethnic cleansing of occupied palestine as well as israel s pursuit of genocide in gaza compelling reason to support bds to savegaza amp freepalestine from apartheidisrael amp say neverbidennevertrump,1,en,"['donaldtrump', 'amp', 'joebiden', 'support', 'israel', 'ethnic', 'cleansing', 'occupied', 'palestine', 'well', 'israel', 'pursuit', 'genocide', 'gaza', 'compelling', 'reason', 'support', 'bds', 'savegaza', 'amp', 'freepalestine', 'apartheidisrael', 'amp', 'say', 'neverbidennevertrump']"
1640,181394,breaking news s deputy campaign manager kate bedingfield publicly admits joebiden doesn t know what the hell he s talking about not that we needed any more confirmation of that but it never hurts fracking politics fossilfuel greennewdeal,1,en,"['breaking', 'news', 'deputy', 'campaign', 'manager', 'kate', 'bedingfield', 'publicly', 'admits', 'joebiden', 'know', 'hell', 'talking', 'needed', 'confirmation', 'never', 'hurts', 'fracking', 'politics', 'fossilfuel', 'greennewdeal']"
1642,757960,trump2024 or at least a trump in 24 whoever booked the four seasons landscaping presser needs to be made to mow biden s whitehouse lawn for the next four years with no pay,-1,en,"['trump2024', 'least', 'trump', '24', 'whoever', 'booked', 'four', 'seasons', 'landscaping', 'presser', 'needs', 'made', 'mow', 'biden', 'whitehouse', 'lawn', 'next', 'four', 'years', 'pay']"
1644,600070,funny how these main stream media call it for biden while the pennsylvania supreme court broke the law to help the democrats and they violated article i section 4 of the us constitution while doing yes i read that article haha,1,en,"['funny', 'main', 'stream', 'media', 'call', 'biden', 'pennsylvania', 'supreme', 'court', 'broke', 'law', 'help', 'democrats', 'violated', 'article', 'section', '4', 'us', 'constitution', 'yes', 'read', 'article', 'haha']"
1646,228165,aarp need to get out the vote for biden to contain covid19 if trump not voted out then seniors will never get see families and friends come to visit again due to trimp f up vote biden to protect social security from trump looking for money to replace tax cut for the rich,1,en,"['aarp', 'need', 'get', 'vote', 'biden', 'contain', 'covid19', 'trump', 'voted', 'seniors', 'never', 'get', 'see', 'families', 'friends', 'come', 'visit', 'due', 'trimp', 'f', 'vote', 'biden', 'protect', 'social', 'security', 'trump', 'looking', 'money', 'replace', 'tax', 'cut', 'rich']"
1648,167529,biden makes an obviously unintentional blunder amp it spreads like wildfire across right wing media trump repeats the same lies over and over and over crickets roundingthecorner,1,en,"['biden', 'makes', 'obviously', 'unintentional', 'blunder', 'amp', 'spreads', 'like', 'wildfire', 'across', 'right', 'wing', 'media', 'trump', 'repeats', 'lies', 'crickets', 'roundingthecorner']"
1649,510328,joe biden forfeits election in fear of getting caught for voterfraud joebiden trump2020 americawins,0,en,"['joe', 'biden', 'forfeits', 'election', 'fear', 'getting', 'caught', 'voterfraud', 'joebiden', 'trump2020', 'americawins']"
1657,48092,augmentedreality marketing demo featuring vp nominee new digital avenues for campaign marketing not an endorsement biden bidenharris electionday flaherty,1,en,"['augmentedreality', 'marketing', 'demo', 'featuring', 'vp', 'nominee', 'new', 'digital', 'avenues', 'campaign', 'marketing', 'endorsement', 'biden', 'bidenharris', 'electionday', 'flaherty']"
